,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
200406,    3.70,    1.58,    1.96,    3.10,    1.63,    1.77,    1.25,    3.05,    3.73,    0.84,    2.83,    1.28,    2.26,    1.91,    0.54,    3.78,    2.59,    3.17,    5.24
200407,  -12.23,   -4.66,   -2.74,   -2.74,   -5.43,   -1.97,   -2.46,   -3.58,   -2.12,   -6.50,   -4.01,   -1.21,   -2.59,   -2.09,   -2.83,   -3.64,   -3.51,   -2.17,   -2.01
200408,   -1.78,   -0.39,    1.23,   -0.04,   -0.52,    0.94,    0.73,    0.82,   -0.23,   -0.81,   -0.14,    0.12,    1.62,    1.25,    0.22,    1.35,    0.21,    0.21,   -1.18
200409,    4.05,    1.09,    2.13,    2.86,    0.65,    1.79,    3.37,    2.30,    3.57,    0.43,    0.94,    2.97,    0.83,    4.02,    2.74,    2.58,    1.98,    3.46,    3.80
200410,   -0.28,    1.65,    1.12,    2.34,    1.59,    1.24,    2.58,    0.93,    1.84,    1.67,    1.48,    1.91,    0.67,    1.72,    3.44,   -0.79,    2.95,    2.44,    0.30
200411,    7.61,    3.97,    5.27,    6.72,    3.74,    5.01,    6.29,    4.87,    7.11,    3.01,    4.69,    4.94,    5.07,    5.01,    7.55,    3.63,    6.25,    6.67,    8.25
200412,    8.23,    3.58,    3.37,    3.78,    3.91,    2.72,    2.86,    4.65,    3.29,    4.66,    2.95,    2.24,    3.14,    2.99,    2.73,    4.93,    4.35,    2.66,    4.93
200501,   -3.37,   -3.22,   -1.60,   -1.91,   -3.23,   -2.37,   -1.92,   -1.97,   -0.77,   -3.38,   -3.02,   -3.21,   -1.66,   -3.39,   -0.54,   -0.80,   -3.25,   -0.77,   -0.78
200502,   -1.65,    2.05,    2.01,    3.13,    1.07,    3.90,    2.67,    1.22,    4.31,    0.91,    1.28,    6.18,    1.97,    1.84,    3.43,    0.78,    1.71,    3.67,    5.95
200503,   -5.39,   -1.45,   -2.69,   -0.14,   -1.35,   -3.33,   -1.13,   -0.58,   -0.76,   -1.14,   -1.62,   -1.84,   -4.63,   -1.51,   -0.78,   -1.65,    0.61,   -1.01,   -0.11
200504,   -5.79,   -1.97,   -2.83,   -2.83,   -1.75,   -2.57,   -3.71,   -2.24,   -3.21,   -1.93,   -1.52,   -2.86,   -2.30,   -3.49,   -3.92,   -2.11,   -2.37,   -2.83,   -4.20
200505,    6.01,    3.86,    3.49,    4.39,    4.29,    3.11,    3.33,    3.29,    4.84,    4.12,    4.51,    2.13,    3.99,    3.00,    3.62,    2.77,    3.86,    4.48,    5.79
200506,    2.11,   -0.62,    2.07,    3.15,   -1.13,    1.52,    2.66,    2.32,    3.58,   -1.09,   -1.18,    1.51,    1.53,    3.40,    1.98,    2.02,    2.64,    3.15,    4.71
200507,    6.85,    4.74,    3.08,    4.35,    4.83,    3.95,    3.05,    3.47,    4.51,    4.89,    4.78,    4.46,    3.21,    2.33,    3.71,    3.01,    4.11,    4.01,    5.85
200508,   -0.31,   -1.31,   -0.92,    0.18,   -1.73,   -0.94,   -0.33,    0.26,   -0.73,   -1.80,   -1.68,   -0.09,   -2.16,    0.28,   -0.89,   -0.65,    1.54,   -0.30,   -1.86
200509,    3.75,    0.37,    1.06,    1.71,   -0.21,    1.16,    1.94,    1.03,    1.79,    0.58,   -0.93,    2.00,   -0.08,    2.30,    1.61,    0.60,    1.60,    2.33,    0.34
200510,   -7.43,   -1.43,   -1.88,   -2.20,   -0.57,   -3.40,   -1.98,   -1.60,   -1.72,   -1.08,   -0.10,   -3.82,   -2.78,   -3.02,   -1.00,   -0.63,   -2.89,   -1.35,   -2.74
200511,    7.79,    4.19,    3.80,    3.09,    4.03,    4.33,    3.78,    3.64,    2.83,    3.62,    4.41,    4.63,    3.89,    4.21,    3.38,    3.75,    3.49,    3.06,    2.19
200512,    1.04,   -0.68,    1.14,    0.02,   -0.66,    0.10,    1.01,    0.81,   -0.25,   -0.92,   -0.42,   -0.76,    1.41,    1.09,    0.92,    1.09,    0.41,   -0.34,    0.00
200601,    4.73,    2.28,    4.25,    5.04,    1.96,    4.26,    3.58,    4.58,    4.58,    1.70,    2.19,    3.19,    5.89,    3.31,    3.84,    3.77,    5.72,    4.32,    5.33
200602,   -1.21,   -0.16,    0.76,   -0.78,    0.08,    0.12,    0.23,    0.06,   -0.53,   -0.07,    0.22,   -0.84,    1.56,   -1.09,    1.47,    0.93,   -1.15,   -0.31,   -1.16
200603,    5.07,    1.85,    1.57,    2.22,    1.36,    2.50,    2.19,    1.40,    1.91,    1.78,    0.99,    3.24,    1.43,    2.34,    2.05,    0.49,    2.69,    1.40,    3.34
200604,   -1.54,   -0.03,    2.12,    2.84,   -0.47,    1.44,    1.50,    2.50,    4.22,   -0.07,   -0.82,    1.18,    1.81,    1.90,    1.15,    3.73,    0.82,    4.94,    2.22
200605,   -3.37,   -3.25,   -3.03,   -2.08,   -3.37,   -3.37,   -2.57,   -2.07,   -2.79,   -3.12,   -3.60,   -2.94,   -4.01,   -2.91,   -2.27,   -2.82,   -1.02,   -3.08,   -1.99
200606,    2.91,   -0.17,    0.21,    0.74,    0.25,   -0.77,    0.58,    0.19,    0.67,    0.09,    0.40,   -1.29,    0.00,   -0.42,    1.46,   -0.27,    0.84,    0.64,    0.77
200607,   -5.19,   -1.16,    0.69,    0.22,   -1.86,    0.07,    0.90,    0.94,    0.73,   -2.68,   -1.10,    0.81,   -1.04,   -0.22,    1.87,    1.92,   -0.33,    1.45,   -1.90
200608,    3.56,    3.31,    2.06,    0.55,    3.53,    2.77,    2.05,    0.80,    0.99,    3.64,    3.43,    2.72,    2.85,    3.04,    1.22,    1.34,    0.09,    0.28,    3.68
200609,    1.94,    2.42,    2.20,    2.05,    2.32,    2.55,    1.92,    2.01,    2.86,    2.89,    1.80,    2.71,    2.30,    1.12,    2.60,    2.64,    1.16,    3.01,    2.32
200610,    7.21,    3.58,    3.21,    4.36,    3.83,    2.63,    3.32,    4.11,    4.31,    4.44,    3.27,    2.88,    2.23,    3.41,    3.26,    3.90,    4.41,    4.58,    3.32
200611,    2.12,    1.91,    2.28,    2.06,    1.52,    2.87,    2.22,    2.26,    1.61,    1.95,    1.11,    3.01,    2.66,    1.85,    2.52,    2.03,    2.56,    1.66,    1.43
200612,    3.92,    0.30,    1.83,    2.99,   -0.05,    0.97,    2.61,    2.26,    2.77,   -0.84,    0.70,    1.24,    0.54,    3.44,    1.94,    1.55,    3.23,    2.83,    2.53
200701,    5.25,    1.96,    1.71,    1.33,    2.58,    1.15,    1.34,    1.06,    2.28,    2.79,    2.39,    0.28,    2.52,    1.52,    1.19,    1.64,    0.29,    2.05,    3.13
200702,   -0.14,   -1.84,   -1.37,   -1.37,   -2.02,   -0.91,   -2.22,   -0.96,   -1.62,   -2.36,   -1.71,   -1.35,   -0.21,   -1.97,   -2.44,   -0.86,   -1.08,   -2.11,    0.20
200703,   -0.48,    0.91,    1.73,    0.47,    0.87,    1.12,    1.98,    1.18,    0.39,    1.23,    0.54,    0.99,    1.32,    1.70,    2.22,    1.63,    0.57,    0.19,    1.10
200704,    3.14,    4.72,    3.48,    3.33,    5.17,    3.85,    3.86,    2.40,    3.63,    4.46,    5.82,    3.49,    4.42,    4.02,    3.72,    1.96,    3.00,    3.65,    3.57
200705,    5.46,    3.31,    3.97,    3.26,    3.17,    4.09,    4.25,    3.19,    2.77,    3.37,    2.98,    3.69,    4.74,    3.55,    4.86,    2.74,    3.80,    2.64,    3.27
200706,   -3.48,   -1.07,   -2.19,   -2.10,   -1.56,   -0.52,   -1.95,   -2.68,   -1.97,   -2.02,   -1.14,    0.30,   -1.81,   -2.30,   -1.66,   -3.00,   -2.24,   -3.14,    2.36
200707,   -7.13,   -1.62,   -4.35,   -5.81,   -1.50,   -2.30,   -4.45,   -5.75,   -6.02,   -0.59,   -2.34,   -1.98,   -2.76,   -5.64,   -2.50,   -5.98,   -5.47,   -5.74,   -6.44
200708,   -1.49,    1.58,    2.07,   -0.07,    1.66,    2.12,    1.49,    1.55,   -0.61,    1.70,    1.64,    1.32,    3.24,    1.72,    1.12,    2.16,    0.81,    0.26,   -1.90
200709,    3.80,    4.77,    2.13,    2.59,    4.87,    3.25,    2.49,    2.05,    2.82,    5.28,    4.50,    4.48,    1.55,    2.67,    2.21,    1.91,    2.21,    2.26,    3.68
200710,   -0.40,    3.19,    1.44,    0.60,    4.12,    1.90,    1.20,    0.60,   -0.60,    6.16,    2.22,    0.46,    3.96,    1.12,    1.33,   -1.06,    2.56,    0.46,   -2.19
200711,   -8.29,   -3.44,   -5.67,   -5.03,   -3.73,   -3.28,   -5.82,   -5.40,   -5.99,   -5.23,   -2.29,   -2.53,   -4.32,   -6.50,   -4.73,   -7.06,   -3.54,   -5.41,   -6.89
200712,   -4.38,   -0.36,   -0.86,   -0.49,   -0.18,   -0.64,   -0.93,   -1.62,    0.36,    0.04,   -0.39,   -0.90,   -0.28,   -1.42,   -0.16,   -1.45,   -1.79,   -0.21,    1.28
200801,   -5.36,   -7.26,   -4.99,   -3.92,   -8.04,   -5.74,   -4.59,   -3.27,   -4.47,   -9.17,   -6.99,   -4.91,   -6.90,   -3.57,   -6.16,   -3.47,   -3.06,   -2.65,   -7.30
200802,   -4.22,   -2.25,   -3.48,   -4.43,   -2.27,   -1.79,   -3.73,   -4.66,   -5.10,   -5.16,    0.37,   -2.19,   -1.21,   -4.96,   -1.77,   -5.83,   -3.39,   -3.99,   -6.92
200803,   -5.51,    0.52,   -2.13,   -0.90,   -0.27,    1.71,   -3.11,   -2.88,    0.62,    0.89,   -1.26,    2.82,    0.14,   -2.97,   -3.31,   -2.57,   -3.21,   -1.20,    3.71
200804,    7.40,    3.79,    5.77,    4.59,    4.66,    2.39,    6.99,    4.33,    5.21,    4.40,    4.90,    1.30,    3.97,    6.87,    7.16,    5.01,    3.61,    6.10,    3.77
200805,   -0.02,    2.47,    1.23,    2.12,    3.10,    1.20,    1.85,    0.06,    2.29,    3.06,    3.13,    0.62,    2.01,    0.09,    4.54,   -1.60,    1.86,    1.76,    3.15
200806,  -14.74,   -7.05,   -9.17,  -10.57,   -6.25,   -9.01,   -8.09,  -12.23,  -10.33,   -8.26,   -4.50,   -9.44,   -8.42,   -7.97,   -8.26,  -13.45,  -10.96,   -8.80,  -12.82
200807,    1.63,   -0.97,   -2.38,    6.43,   -1.37,   -1.07,   -1.72,    2.34,    4.75,   -1.57,   -1.17,    0.05,   -3.02,    0.54,   -4.43,   -3.60,    7.99,    5.75,    1.56
200808,    3.96,    1.55,    1.36,    2.13,    1.20,    1.83,    2.37,    0.19,    3.03,    1.26,    1.14,    2.43,    0.75,    2.64,    2.04,   -1.15,    1.33,    2.04,    6.25
200809,  -10.10,   -9.78,   -9.63,   -3.07,  -10.19,   -9.33,   -7.72,   -7.34,   -5.79,  -11.29,   -9.13,   -8.78,  -10.32,   -7.72,   -7.72,  -15.48,   -0.59,   -4.66,   -9.45
200810,  -24.24,  -15.78,  -17.32,  -21.38,  -16.00,  -15.97,  -15.62,  -24.55,  -17.35,  -15.47,  -16.51,  -15.23,  -17.36,  -13.84,  -17.87,  -24.13,  -24.85,  -15.49,  -23.79
200811,   -9.80,   -6.39,   -6.90,  -15.71,   -6.44,   -5.93,   -7.28,  -12.60,  -15.87,   -9.89,   -3.18,   -6.27,   -5.29,   -4.91,  -10.42,   -8.53,  -15.56,  -15.64,  -16.74
200812,    1.89,    1.82,    1.45,    2.32,    1.90,    1.97,    1.13,    0.22,    4.58,    1.73,    2.05,    1.61,    2.65,    2.37,   -0.61,    0.31,    0.15,    4.73,    3.99
200901,   -2.76,   -5.53,   -9.29,  -18.83,   -3.91,   -8.82,  -10.22,  -15.88,  -15.71,   -3.83,   -3.98,   -9.33,   -7.86,  -11.69,   -8.08,   -8.16,  -21.87,  -13.93,  -22.78
200902,  -10.30,   -8.03,  -11.80,  -16.25,   -7.43,   -9.90,  -11.91,  -16.71,  -13.46,   -5.22,   -9.38,   -9.51,  -10.62,  -10.68,  -13.61,  -14.00,  -19.21,  -12.76,  -16.53
200903,    9.38,    8.36,    8.88,   12.80,    8.41,    8.25,    9.38,   11.20,   11.43,    9.42,    7.53,    8.25,    8.27,    9.45,    9.27,    8.00,   14.34,   10.80,   14.38
200904,   15.35,    8.29,   11.08,   17.14,    7.83,    8.71,   12.27,   15.00,   18.43,    9.69,    6.20,    9.44,    7.35,   11.88,   12.83,   14.22,   15.73,   16.94,   24.93
200905,    2.03,    4.53,    5.75,    5.53,    4.75,    5.10,    4.72,    6.18,    5.95,    5.30,    4.25,    3.98,    7.20,    4.15,    5.52,    7.41,    5.06,    5.82,    6.45
200906,    1.14,    1.10,   -0.68,    0.28,    1.95,   -0.93,   -0.17,   -0.47,   -0.93,    2.98,    0.99,   -0.99,   -0.81,    0.59,   -1.23,   -2.72,    1.63,   -0.83,   -1.30
200907,    7.71,    6.74,    8.48,   10.65,    6.23,    8.87,    7.91,    9.63,   11.06,    5.57,    6.88,    8.73,    8.99,    8.91,    6.76,    8.92,   10.20,   11.31,   10.74
200908,    6.89,    1.70,    3.84,    9.48,    1.23,    3.64,    3.20,    6.40,   12.09,    0.99,    1.46,    3.49,    3.78,    2.22,    4.36,    6.28,    6.50,    7.36,   18.14
200909,    3.59,    3.55,    4.77,    4.84,    3.91,    3.85,    3.68,    5.50,    5.21,    4.23,    3.60,    2.23,    5.28,    3.93,    3.39,    6.91,    4.40,    7.95,    2.03
200910,   -6.12,   -0.73,   -3.19,   -6.94,   -0.46,   -2.36,   -2.99,   -4.71,   -8.83,   -0.43,   -0.50,   -1.75,   -2.88,   -1.85,   -4.32,   -4.76,   -4.66,   -6.12,  -12.16
200911,    9.60,    6.43,    4.42,    3.93,    6.65,    5.29,    3.45,    4.48,    4.34,    6.46,    6.84,    5.58,    5.04,    3.41,    3.50,    5.74,    3.45,    2.97,    6.15
200912,    7.47,    2.20,    3.60,    3.05,    1.65,    3.02,    5.21,    3.75,    2.28,    2.50,    0.80,    4.30,    1.91,    3.56,    7.19,    3.48,    3.98,    2.95,    1.44
201001,    1.37,   -4.21,   -2.10,   -4.07,   -4.17,   -3.57,   -1.68,   -3.80,   -2.50,   -4.04,   -4.30,   -4.38,   -2.85,   -0.23,   -3.37,   -1.26,   -5.91,   -3.84,   -0.72
201002,    4.61,    3.07,    3.04,    5.81,    2.84,    2.74,    3.84,    4.72,    6.40,    2.63,    3.05,    3.97,    1.69,    4.35,    3.23,    4.30,    5.09,    4.47,    8.87
201003,    9.55,    5.33,    6.91,    7.88,    5.45,    6.26,    6.41,    6.44,    9.40,    4.94,    5.98,    4.86,    7.48,    4.47,    8.78,    6.93,    6.03,    8.65,   10.31
201004,    4.19,    1.01,    3.11,    2.96,    0.92,    3.03,    2.05,    2.66,    3.30,    0.89,    0.95,    1.37,    4.44,    1.20,    3.05,    2.83,    2.52,    2.02,    4.85
201005,   -8.83,   -7.32,   -8.34,   -8.46,   -7.13,   -8.05,   -8.56,   -8.35,   -8.64,   -7.92,   -6.33,   -8.05,   -8.05,   -8.10,   -9.08,   -8.48,   -8.24,   -7.47,  -10.00
201006,   -7.40,   -4.51,   -5.87,   -9.06,   -4.11,   -6.44,   -4.39,   -7.74,  -10.29,   -4.10,   -4.12,   -6.04,   -6.78,   -2.35,   -6.83,   -8.03,   -7.50,   -8.93,  -11.92
201007,   12.95,    6.73,    7.64,    5.87,    7.20,    5.89,    7.32,    7.51,    5.72,    6.91,    7.53,    5.36,    6.80,    5.59,    8.85,    9.32,    6.03,    6.88,    4.75
201008,   -7.32,   -4.27,   -4.34,   -6.72,   -4.01,   -4.58,   -2.72,   -6.75,   -8.37,   -3.58,   -4.51,   -5.05,   -3.79,   -4.39,   -1.28,   -8.75,   -5.03,   -6.19,  -10.22
201009,   10.77,   10.27,    9.37,    7.37,   10.76,    9.19,    8.70,    8.24,    8.39,   10.99,   10.50,    8.79,    9.87,    8.45,    8.92,   10.51,    6.37,    8.64,    8.16
201010,    7.89,    4.59,    3.88,    0.92,    4.78,    4.07,    3.83,    2.34,    0.64,    5.09,    4.42,    4.00,    4.19,    4.30,    3.44,    3.65,    1.21,    3.19,   -1.61
201011,    4.71,    0.69,    0.78,   -0.41,    0.01,    2.50,   -0.11,    1.03,   -1.33,    0.40,   -0.45,    2.79,    2.00,    0.02,   -0.21,    1.62,    0.51,   -1.11,   -1.54
201012,    6.96,    5.07,    7.83,   10.06,    4.99,    6.14,    6.97,    9.10,   12.04,    5.06,    4.92,    5.28,    7.58,    6.28,    7.56,   10.22,    8.11,    7.97,   15.81
201101,   -1.96,    1.92,    2.32,    2.49,    1.36,    3.22,    1.60,    3.23,    2.14,    0.86,    1.96,    3.57,    2.65,    0.98,    2.11,    3.65,    2.84,    1.92,    2.33
201102,    2.53,    2.66,    4.44,    4.72,    2.56,    3.83,    4.58,    4.33,    4.08,    2.89,    2.17,    2.98,    5.27,    3.65,    5.34,    3.19,    5.36,    6.06,    2.38
201103,    1.45,    0.33,    1.56,   -1.13,    0.79,    0.21,    2.08,   -0.53,   -1.55,    1.57,   -0.14,   -0.98,    2.16,    1.62,    2.45,   -0.34,   -0.71,   -0.27,   -2.69
201104,    4.94,    3.74,    2.61,    1.14,    3.63,    3.73,    3.08,    0.89,    1.25,    3.61,    3.66,    4.03,    3.24,    2.97,    3.18,    0.73,    1.03,    2.94,   -0.29
201105,    1.26,   -0.62,   -1.48,   -3.01,   -0.26,   -1.67,   -1.04,   -2.80,   -2.81,    0.20,   -0.80,   -1.67,   -1.67,   -1.07,   -1.00,   -2.33,   -3.20,   -1.33,   -4.22
201106,   -3.38,   -1.45,   -1.80,   -2.16,   -1.25,   -1.78,   -2.00,   -1.71,   -2.72,   -0.80,   -1.79,   -2.05,   -1.35,   -2.26,   -1.79,   -1.83,   -1.61,   -2.06,   -3.36
201107,   -4.48,   -1.02,   -3.02,   -3.93,   -0.81,   -2.24,   -2.10,   -3.86,   -4.61,    0.93,   -3.27,   -1.57,   -2.95,   -2.33,   -1.92,   -4.78,   -2.83,   -3.30,   -6.60
201108,   -8.69,   -4.35,   -6.73,   -8.54,   -4.80,   -5.37,   -7.58,   -4.32,  -10.70,   -4.16,   -5.76,   -3.19,   -7.70,   -6.23,   -8.65,   -3.57,   -5.13,   -9.05,  -13.31
201109,   -7.88,   -6.61,   -7.40,  -10.21,   -7.02,   -6.14,   -8.47,   -6.36,  -12.86,   -5.76,   -8.91,   -5.57,   -6.77,   -6.76,   -9.85,   -6.45,   -6.27,  -11.38,  -15.32
201110,   11.68,   10.18,   12.38,   12.66,   10.46,   11.34,   13.32,    9.78,   14.16,    9.46,   12.01,    9.47,   13.46,   12.05,   14.40,    9.05,   10.59,   13.35,   15.57
201111,   -1.66,   -0.21,    0.81,   -2.33,   -0.59,    0.90,    0.45,    1.00,   -4.63,   -0.46,   -0.81,    0.75,    1.06,    1.99,   -0.80,    1.05,    0.95,   -3.18,   -7.10
201112,   -1.46,   -0.19,    1.83,    1.35,   -0.91,    1.02,    2.42,    2.57,    0.82,   -0.74,   -1.18,    1.59,    0.40,    1.24,    3.41,    3.06,    2.05,    2.13,   -1.50
201201,    7.77,    5.66,    3.60,    5.97,    7.58,    2.97,    3.48,    2.12,    8.26,    8.06,    6.85,    1.03,    5.14,    3.62,    3.37,    1.40,    2.91,    6.56,   11.37
201202,    4.88,    4.60,    3.54,    5.61,    5.07,    3.25,    3.57,    4.54,    6.13,    6.57,    2.75,    3.40,    3.09,    2.06,    4.81,    4.24,    4.86,    5.35,    7.51
201203,    2.86,    3.64,    1.35,    5.06,    3.85,    2.10,    0.99,    3.10,    5.98,    4.62,    2.63,    3.07,    1.06,    1.09,    0.91,    2.46,    3.77,    5.25,    7.24
201204,   -1.32,   -0.57,   -0.32,   -2.35,   -0.28,   -0.69,   -0.86,   -0.29,   -3.49,   -0.04,   -0.66,   -1.33,    0.01,   -0.28,   -1.32,    0.12,   -0.71,   -2.10,   -5.87
201205,   -9.07,   -5.56,   -6.02,   -7.73,   -6.49,   -5.34,   -6.14,   -3.30,  -10.72,   -6.22,   -6.93,   -3.08,   -7.74,   -6.39,   -5.93,   -3.05,   -3.55,  -10.34,  -11.40
201206,    1.39,    3.06,    4.64,    5.08,    2.76,    4.13,    4.97,    4.65,    5.15,    3.12,    2.18,    3.83,    4.47,    3.94,    5.80,    4.33,    5.00,    4.43,    6.45
201207,   -1.18,    1.06,    1.23,   -0.60,    0.77,    1.96,    1.02,    0.71,   -1.78,    0.84,    0.70,    1.84,    2.15,   -0.15,    2.10,    0.24,    1.08,   -2.54,   -1.34
201208,    1.60,    2.43,    1.95,    4.33,    2.38,    2.68,    1.87,    1.48,    5.88,    2.78,    1.93,    2.57,    2.87,    3.33,    0.54,    0.56,    2.20,    4.51,    6.65
201209,    1.60,    1.96,    3.22,    4.22,    1.95,    2.39,    3.35,    3.24,    4.87,    1.92,    1.98,    2.01,    3.01,    2.45,    4.19,    3.17,    3.30,    3.16,    5.82
201210,   -1.95,   -2.61,   -1.72,    1.18,   -3.28,   -1.17,   -2.13,   -0.35,    2.26,   -4.87,   -1.49,   -0.80,   -1.78,   -1.22,   -2.97,   -0.31,   -0.38,   -1.34,    4.20
201211,    1.60,    1.14,    0.33,   -0.17,    1.43,    0.83,   -0.11,    0.17,   -0.77,    1.49,    1.37,    0.36,    1.60,    0.06,   -0.28,   -0.59,    0.74,    0.71,   -1.53
201212,    1.02,   -0.12,    1.41,    4.88,   -0.59,    0.87,    1.71,    2.71,    6.13,   -1.63,    0.55,    1.13,    0.45,    1.99,    1.46,    2.26,    3.05,    3.63,    7.44
201301,    8.55,    4.60,    6.10,    7.25,    4.17,    5.86,    5.87,    6.97,    7.42,    2.38,    6.06,    5.74,    6.05,    6.39,    5.37,    6.92,    7.00,    6.92,    7.66
201302,   -0.65,    1.34,    1.32,    1.33,    1.04,    1.30,    1.72,    2.05,    1.11,    0.81,    1.28,    2.14,   -0.07,    1.41,    2.02,    2.57,    1.67,    1.70,    0.82
201303,    9.05,    3.86,    4.09,    4.09,    4.04,    3.50,    3.84,    4.79,    4.04,    3.56,    4.52,    3.40,    3.66,    4.45,    3.25,    5.65,    4.16,    5.03,    3.55
201304,    2.86,    1.71,    1.10,    1.81,    1.96,    1.03,    1.29,    1.19,    2.01,    1.28,    2.65,    1.07,    0.96,    2.40,    0.24,    0.76,    1.52,    1.37,    2.34
201305,    3.40,    2.09,    1.85,    6.74,    1.71,    2.83,    1.65,    3.72,    7.62,    1.33,    2.10,    3.08,    2.42,    1.96,    1.35,    1.47,    5.42,    4.17,    9.33
201306,   -0.44,   -1.70,   -0.29,   -1.63,   -2.13,   -0.63,   -0.09,   -0.53,   -2.17,   -2.74,   -1.54,   -0.58,   -0.71,   -0.46,    0.28,   -0.16,   -0.80,   -1.70,   -2.39
201307,    4.93,    5.72,    5.10,    6.50,    6.51,    4.46,    5.01,    5.58,    7.13,    6.43,    6.60,    4.22,    4.78,    4.46,    5.71,    5.80,    5.31,    6.39,    7.90
201308,   -3.71,   -1.74,   -3.15,   -4.27,   -1.51,   -2.40,   -3.53,   -3.57,   -4.33,   -2.30,   -0.76,   -2.17,   -2.69,   -3.73,   -3.29,   -3.10,   -4.16,   -4.63,   -4.02
201309,    6.61,    4.16,    3.43,    2.87,    4.66,    3.15,    3.39,    3.53,    2.88,    5.69,    3.69,    3.19,    3.09,    3.46,    3.30,    4.07,    2.85,    3.06,    2.70
201310,    3.60,    4.03,    4.62,    3.81,    4.27,    4.19,    4.63,    3.63,    4.09,    3.39,    5.12,    3.55,    5.05,    4.24,    5.12,    3.92,    3.27,    4.78,    3.41
201311,    2.10,    3.43,    2.01,    4.60,    3.19,    3.42,    1.66,    1.88,    5.71,    3.15,    3.22,    3.90,    2.78,    0.67,    2.87,    1.44,    2.45,    4.43,    7.01
201312,    3.01,    2.14,    3.65,    2.05,    2.61,    2.61,    3.42,    2.51,    1.97,    2.35,    2.85,    1.21,    4.48,    3.07,    3.84,    2.74,    2.22,    2.57,    1.39
201401,   -1.89,   -3.18,   -3.45,   -3.85,   -3.51,   -2.70,   -3.16,   -4.39,   -3.91,   -2.99,   -4.01,   -2.53,   -2.93,   -1.69,   -4.93,   -4.91,   -3.74,   -4.11,   -3.70
201402,    6.07,    4.93,    4.71,    3.48,    5.27,    5.05,    3.46,    4.66,    3.08,    5.47,    5.08,    4.26,    6.07,    2.82,    4.25,    4.95,    4.29,    3.34,    2.83
201403,   -1.05,   -0.69,    0.82,    4.01,   -1.80,    0.44,    1.95,    3.15,    3.46,   -3.24,   -0.42,    1.53,   -0.95,    2.09,    1.77,    1.62,    5.10,    4.18,    2.74
201404,    0.68,    0.07,    0.58,   -1.19,    0.30,   -0.27,    0.81,    1.08,   -2.20,   -1.54,    2.01,   -0.36,   -0.15,    0.78,    0.86,    1.32,    0.77,   -1.71,   -2.69
201405,    3.83,    2.32,    1.86,    1.25,    2.90,    1.38,    2.26,    1.44,    1.16,    2.27,    3.48,    1.19,    1.63,    2.63,    1.81,    1.47,    1.40,    1.52,    0.80
201406,    0.81,    1.89,    3.00,    3.20,    1.96,    1.84,    3.03,    3.58,    3.72,    2.00,    1.92,    1.76,    1.94,    4.07,    1.77,    4.69,    2.20,    3.61,    3.83
201407,   -1.80,   -1.69,   -2.03,   -2.62,   -2.17,   -1.61,   -1.30,   -3.43,   -2.09,   -1.03,   -3.48,   -0.99,   -2.95,   -2.46,   -0.27,   -3.18,   -3.63,   -1.68,   -2.70
201408,    3.46,    4.84,    3.28,    4.43,    5.18,    4.48,    2.78,    3.11,    4.95,    6.06,    4.15,    4.37,    4.73,    2.64,    2.90,    2.70,    3.42,    5.10,    4.73
201409,   -2.87,   -1.10,   -2.72,   -2.42,   -1.23,   -1.42,   -2.24,   -4.47,   -1.55,   -1.17,   -1.30,   -0.92,   -2.53,   -2.35,   -2.15,   -4.92,   -4.12,   -1.86,   -1.07
201410,    5.83,    3.01,    1.94,    1.90,    2.91,    2.70,    2.48,    1.44,    1.64,    2.55,    3.33,    3.15,    1.69,    2.81,    2.20,    0.19,    2.41,    2.20,    0.79
201411,    2.61,    3.59,    2.33,    0.21,    3.46,    3.28,    2.98,   -0.15,    0.45,    2.72,    4.33,    3.77,    2.16,    1.56,    4.24,   -0.01,   -0.27,    0.90,   -0.25
201412,   -0.20,   -1.14,    0.30,    2.14,   -0.68,   -1.02,    0.08,    1.30,    2.21,   -1.00,   -0.30,   -1.80,    0.75,    0.76,   -0.50,    0.37,    2.01,    2.23,    2.18
